from	to	weight
GNAQ	CAMK2G	1.711098534
CAMK2G	GNAQ	1.711098534
LRP1B	BMP2K	1.710303843
BMP2K	LRP1B	1.710303843
TPPP	CAMK2G	1.710270301
CAMK2G	TPPP	1.710270301
TMOD2	GNAO1	1.710136709
GNAO1	TMOD2	1.710136709
DPYSL2	DPP6	1.709913679
DPP6	DPYSL2	1.709913679
ATP6V1G2	RAP2A	1.70964699
RAP2A	ATP6V1G2	1.70964699
SIRT2	PHYHIP	1.709375754
PHYHIP	SIRT2	1.709375754
SIRT2	NFASC	1.708913509
NFASC	SIRT2	1.708913509
HLA-DRA	CYBB	1.708123844
CYBB	HLA-DRA	1.708123844
MVP	SQOR	1.708117636
SQOR	MVP	1.708117636
GPM6B	PHYHIP	1.707057427
PHYHIP	GPM6B	1.707057427
DNM3	GNAO1	1.706086009
GNAO1	DNM3	1.706086009
CD74	APBB1IP	1.706078238
APBB1IP	CD74	1.706078238
DNM3	GNAQ	1.705223057
GNAQ	DNM3	1.705223057
CNP	GNAO1	1.704441165
GNAO1	CNP	1.704441165
LRP1	TAPT1	1.704099603
TAPT1	LRP1	1.704099603
LSAMP	GNAO1	1.704056157
GNAO1	LSAMP	1.704056157
GNAQ	LSAMP	1.703392032
LSAMP	GNAQ	1.703392032
PLCB1	CAMK2G	1.703369733
CAMK2G	PLCB1	1.703369733
PHYHIP	ATP6V1G2	1.703239378
ATP6V1G2	PHYHIP	1.703239378
ATP1A1	GNAQ	1.703143951
GNAQ	ATP1A1	1.703143951
PHYHIP	MAPK1	1.703061614
MAPK1	PHYHIP	1.703061614
PSMB10	APOL2	1.702986018
APOL2	PSMB10	1.702986018
ATP1A1	DPYSL2	1.702902793
DPYSL2	ATP1A1	1.702902793
SIRT2	SYNJ1	1.702809891
SYNJ1	SIRT2	1.702809891
PSMB10	EHD4	1.70191064
EHD4	PSMB10	1.70191064
ITGAV	POLD1	1.701003021
POLD1	ITGAV	1.701003021
ITGAV	KIF13B	1.700361907
KIF13B	ITGAV	1.700361907
SYNJ1	EPB41L1	1.699208822
EPB41L1	SYNJ1	1.699208822
ITGAV	APOL2	1.698533226
APOL2	ITGAV	1.698533226
PHYHIP	DPYSL2	1.698445453
DPYSL2	PHYHIP	1.698445453
PLCB1	NFASC	1.698383699
NFASC	PLCB1	1.698383699
DNM3	EPB41L1	1.698297569
EPB41L1	DNM3	1.698297569
CNP	DPP6	1.697977488
DPP6	CNP	1.697977488
IGSF8	GNAQ	1.697706124
GNAQ	IGSF8	1.697706124
APBB1IP	PYCARD	1.696320414
PYCARD	APBB1IP	1.696320414
CD74	VIM	1.696158117
VIM	CD74	1.696158117
SIRPA	EPB41L1	1.695434971
EPB41L1	SIRPA	1.695434971
DNM3	LSAMP	1.695143993
LSAMP	DNM3	1.695143993
CNP	NFASC	1.694862198
NFASC	CNP	1.694862198
PTBP1	DPYSL2	1.694458283
DPYSL2	PTBP1	1.694458283
EHD4	KIF13B	1.69391232
KIF13B	EHD4	1.69391232
PHYHIP	RAP2A	1.693712632
RAP2A	PHYHIP	1.693712632
PLCB1	GPM6B	1.693242901
GPM6B	PLCB1	1.693242901
ITGA3	FCGR1A	1.692929506
FCGR1A	ITGA3	1.692929506
PHYHIP	SYNJ1	1.692595103
SYNJ1	PHYHIP	1.692595103
CAMK2G	EPB41L1	1.692583217
EPB41L1	CAMK2G	1.692583217
PTPRC	GBP1	1.690991336
GBP1	PTPRC	1.690991336
DPYSL2	GNAO1	1.690865404
GNAO1	DPYSL2	1.690865404
SIRT2	ATP6V1G2	1.690569558
ATP6V1G2	SIRT2	1.690569558
PTPRC	GBP2	1.690466811
GBP2	PTPRC	1.690466811
LRP1	FCGR1A	1.689672961
FCGR1A	LRP1	1.689672961
TAP1	GBP1	1.689176421
GBP1	TAP1	1.689176421
TMOD2	SYNJ1	1.688619784
SYNJ1	TMOD2	1.688619784
CYBB	GBP1	1.688209382
GBP1	CYBB	1.688209382
VIM	TAP1	1.68779076
TAP1	VIM	1.68779076
SLC1A2	ATP6V1G2	1.687327791
ATP6V1G2	SLC1A2	1.687327791
PYCARD	TAP1	1.686848379
TAP1	PYCARD	1.686848379
SIRT2	TPPP	1.686448429
TPPP	SIRT2	1.686448429
MVP	PTPRC	1.68614485
PTPRC	MVP	1.68614485
DPP6	CAMK2G	1.686038537
CAMK2G	DPP6	1.686038537
DPP6	MRAS	1.685882311
MRAS	DPP6	1.685882311
CYBB	TAP1	1.685494246
TAP1	CYBB	1.685494246
PLCB1	GNB1	1.68437098
GNB1	PLCB1	1.68437098
PYGL	SQOR	1.68390411
SQOR	PYGL	1.68390411
DNM3	RAP2A	1.683790802
RAP2A	DNM3	1.683790802
HLA-DRA	FCGR1A	1.683075785
FCGR1A	HLA-DRA	1.683075785
SIRT2	RAP2A	1.682812539
RAP2A	SIRT2	1.682812539
NFASC	MRAS	1.682652722
MRAS	NFASC	1.682652722
GNB1	EPB41L1	1.681335346
EPB41L1	GNB1	1.681335346
CNTNAP1	PDXP	1.681317078
PDXP	CNTNAP1	1.681317078
IGSF8	MAP1A	1.68127253
MAP1A	IGSF8	1.68127253
LSAMP	PHYHIP	1.68119548
PHYHIP	LSAMP	1.68119548
MVP	SERPINB8	1.681033656
SERPINB8	MVP	1.681033656
TPPP	SIRPA	1.680354496
SIRPA	TPPP	1.680354496
HCLS1	ITGA3	1.679007451
ITGA3	HCLS1	1.679007451
SQOR	GBP2	1.678310562
GBP2	SQOR	1.678310562
PYGL	FCGR1A	1.677546438
FCGR1A	PYGL	1.677546438
NFASC	ACSS3	1.677011976
ACSS3	NFASC	1.677011976
CNP	MRAS	1.676239279
MRAS	CNP	1.676239279
SYNJ1	RAP2A	1.675879198
RAP2A	SYNJ1	1.675879198
MAP1A	EPB41L1	1.675253294
EPB41L1	MAP1A	1.675253294
NFASC	EPB41L1	1.674980721
EPB41L1	NFASC	1.674980721
CNP	GPM6B	1.674365953
GPM6B	CNP	1.674365953
HLA-DRA	EHD4	1.673649823
EHD4	HLA-DRA	1.673649823
SLC1A2	RAP2A	1.673213722
RAP2A	SLC1A2	1.673213722
GNAO1	SYN3	1.672690613
SYN3	GNAO1	1.672690613
CD74	APOL2	1.671777468
APOL2	CD74	1.671777468
SERPINB8	GBP2	1.67111645
GBP2	SERPINB8	1.67111645
ATP1A1	DPP6	1.670417722
DPP6	ATP1A1	1.670417722
TAP1	TAPT1	1.670106353
TAPT1	TAP1	1.670106353
ANK2	MRAS	1.669988334
MRAS	ANK2	1.669988334
SLC1A2	DPP6	1.669509587
DPP6	SLC1A2	1.669509587
GNB1	SYNJ1	1.669505253
SYNJ1	GNB1	1.669505253
GNAQ	PHYHIP	1.668689619
PHYHIP	GNAQ	1.668689619
SYNJ1	CAMK2G	1.668143954
CAMK2G	SYNJ1	1.668143954
PYGL	ITGA3	1.668075266
ITGA3	PYGL	1.668075266
APBB1IP	SYNM	1.667293898
SYNM	APBB1IP	1.667293898
RAP2A	NFASC	1.666268846
NFASC	RAP2A	1.666268846
ATP6V1G2	MAP1A	1.665862861
MAP1A	ATP6V1G2	1.665862861
CNP	PHYHIP	1.665097227
PHYHIP	CNP	1.665097227
GNB1	DPP6	1.664916761
DPP6	GNB1	1.664916761
MAP1A	SYN3	1.663754227
SYN3	MAP1A	1.663754227
CNTNAP1	EPB41L1	1.662998348
EPB41L1	CNTNAP1	1.662998348
TTC39C	BMP2K	1.662774202
BMP2K	TTC39C	1.662774202
TPPP	GNAO1	1.662330871
GNAO1	TPPP	1.662330871
TPPP	ATP6V1G2	1.662008032
ATP6V1G2	TPPP	1.662008032
HLA-DRA	PYCARD	1.661726694
PYCARD	HLA-DRA	1.661726694
ITGB2	SYNM	1.661552266
SYNM	ITGB2	1.661552266
PHYHIP	EPB41L1	1.661200197
EPB41L1	PHYHIP	1.661200197
LSAMP	EPB41L1	1.660470748
EPB41L1	LSAMP	1.660470748
SERPINB8	FCGR1A	1.659118476
FCGR1A	SERPINB8	1.659118476
SIRPA	CAMK2G	1.659050178
CAMK2G	SIRPA	1.659050178
ITGAV	CYBB	1.658582536
CYBB	ITGAV	1.658582536
SERPINB8	ITGA3	1.658561014
ITGA3	SERPINB8	1.658561014
PTBP1	IGSF8	1.657871748
IGSF8	PTBP1	1.657871748
SQOR	APBB1IP	1.657492751
APBB1IP	SQOR	1.657492751
CD74	ITGB2	1.656960802
ITGB2	CD74	1.656960802
VIM	FCER1G	1.656842838
FCER1G	VIM	1.656842838
ANK2	SYN3	1.656085348
SYN3	ANK2	1.656085348
SIRT2	DPYSL2	1.655302768
DPYSL2	SIRT2	1.655302768
ATP6V1G2	DPYSL2	1.654814664
DPYSL2	ATP6V1G2	1.654814664
SERPINB8	EHD4	1.654793705
EHD4	SERPINB8	1.654793705
GNB1	MRAS	1.654753923
MRAS	GNB1	1.654753923
ATP6V1G2	CAMK2G	1.653620383
CAMK2G	ATP6V1G2	1.653620383
CYBB	C4B	1.653170427
C4B	CYBB	1.653170427
CNTNAP1	ANK2	1.652042566
ANK2	CNTNAP1	1.652042566
PLCB1	MRAS	1.651981065
MRAS	PLCB1	1.651981065
MVP	CYBB	1.650931483
CYBB	MVP	1.650931483
NFASC	MAP1A	1.650455589
MAP1A	NFASC	1.650455589
GNAQ	MAPK1	1.650428716
MAPK1	GNAQ	1.650428716
SLC1A2	DNM3	1.650362674
DNM3	SLC1A2	1.650362674
PLCB1	PHYHIP	1.6490149
PHYHIP	PLCB1	1.6490149
CNP	TPPP	1.648100739
TPPP	CNP	1.648100739
MRAS	LRP1B	1.647670999
LRP1B	MRAS	1.647670999
EHD4	APBB1IP	1.646314859
APBB1IP	EHD4	1.646314859
RAP2A	SIRPA	1.646109877
SIRPA	RAP2A	1.646109877
DNM3	GNB1	1.64446448
GNB1	DNM3	1.64446448
PTBP1	GNAO1	1.64405227
GNAO1	PTBP1	1.64405227
DNM3	DPYSL2	1.643912164
DPYSL2	DNM3	1.643912164
ATP1A1	MAP1A	1.642706489
MAP1A	ATP1A1	1.642706489
ITGB2	BMP2K	1.642697512
BMP2K	ITGB2	1.642697512
GBP2	CYBB	1.641521322
CYBB	GBP2	1.641521322
DNM3	NFASC	1.64117827
NFASC	DNM3	1.64117827
SIRPA	GBP1	1.64079342
GBP1	SIRPA	1.64079342
RAP2A	ANK2	1.640764113
ANK2	RAP2A	1.640764113
TPPP	NME5	1.640405792
NME5	TPPP	1.640405792
SIRPA	SYN3	1.639890353
SYN3	SIRPA	1.639890353
SERPINB8	HLA-DRA	1.639105537
HLA-DRA	SERPINB8	1.639105537
PLCB1	GNAQ	1.637510519
GNAQ	PLCB1	1.637510519
SLC1A2	LSAMP	1.637440573
LSAMP	SLC1A2	1.637440573
PTBP1	SAMHD1	1.636988933
SAMHD1	PTBP1	1.636988933
PHYHIP	DPP6	1.636558465
DPP6	PHYHIP	1.636558465
EIF2D	BMP2K	1.634710334
BMP2K	EIF2D	1.634710334
GBP2	APBB1IP	1.63463116
APBB1IP	GBP2	1.63463116
IGSF8	GPM6B	1.634566041
GPM6B	IGSF8	1.634566041
KRT17	ACSS3	1.634433725
ACSS3	KRT17	1.634433725
TMOD2	CAMK2G	1.634338207
CAMK2G	TMOD2	1.634338207
TAP1	FCGR1A	1.634292268
FCGR1A	TAP1	1.634292268
PTPRC	VIM	1.633287604
VIM	PTPRC	1.633287604
RAP2A	MAP1A	1.632952427
MAP1A	RAP2A	1.632952427
ATP1A1	DNM3	1.632794112
DNM3	ATP1A1	1.632794112
CNTNAP1	PLCB1	1.632361108
PLCB1	CNTNAP1	1.632361108
MAPK1	GNAO1	1.632010825
GNAO1	MAPK1	1.632010825
PTBP1	GNB1	1.631934701
GNB1	PTBP1	1.631934701
PLCB1	TTC39C	1.631902954
TTC39C	PLCB1	1.631902954
ATP1A1	RAP2A	1.631282342
RAP2A	ATP1A1	1.631282342
SLC1A2	GNAO1	1.631265131
GNAO1	SLC1A2	1.631265131
PHLDB1	ACSS3	1.630561921
ACSS3	PHLDB1	1.630561921
SQOR	TAP1	1.629600549
TAP1	SQOR	1.629600549
SQOR	APOL2	1.629534469
APOL2	SQOR	1.629534469
CNP	DPYSL2	1.628818626
DPYSL2	CNP	1.628818626
GBP2	TAP1	1.627879002
TAP1	GBP2	1.627879002
EPB41L1	SYN3	1.627687364
SYN3	EPB41L1	1.627687364
CD74	CYBB	1.627622399
CYBB	CD74	1.627622399
DNM3	GPM6B	1.626082721
GPM6B	DNM3	1.626082721
TMOD2	LRP1B	1.625747276
LRP1B	TMOD2	1.625747276
CAMK2G	MAP1A	1.624789476
MAP1A	CAMK2G	1.624789476
FCER1G	SAMHD1	1.624747304
SAMHD1	FCER1G	1.624747304
KIF13B	ITGA3	1.624731484
ITGA3	KIF13B	1.624731484
NFASC	SYN3	1.624729421
SYN3	NFASC	1.624729421
ITGAV	FCGR1A	1.624517404
FCGR1A	ITGAV	1.624517404
FCER1G	GBP1	1.624483527
GBP1	FCER1G	1.624483527
ATP1A1	EPB41L1	1.624362223
EPB41L1	ATP1A1	1.624362223
EHD4	TAP1	1.623376822
TAP1	EHD4	1.623376822
GNB1	SYN3	1.623316174
SYN3	GNB1	1.623316174
PYGL	ITGB2	1.622581689
ITGB2	PYGL	1.622581689
ATP1A1	CNTNAP1	1.621818313
CNTNAP1	ATP1A1	1.621818313
GNAQ	TAPT1	1.621546358
TAPT1	GNAQ	1.621546358
IGSF8	EPB41L1	1.620275588
EPB41L1	IGSF8	1.620275588
LSAMP	ATP6V1G2	1.619457965
ATP6V1G2	LSAMP	1.619457965
CNTNAP1	MAPK1	1.61872472
MAPK1	CNTNAP1	1.61872472
PHLDB1	ZNF579	1.618608423
ZNF579	PHLDB1	1.618608423
PHLDB1	ITGAV	1.618522262
ITGAV	PHLDB1	1.618522262
PSMB10	SYNM	1.61760344
SYNM	PSMB10	1.61760344
SERPINB8	GBP1	1.617297948
GBP1	SERPINB8	1.617297948
PTBP1	MAPK1	1.61643845
MAPK1	PTBP1	1.61643845
LSAMP	SAMHD1	1.616276836
SAMHD1	LSAMP	1.616276836
GPM6B	MAP1A	1.615336381
MAP1A	GPM6B	1.615336381
PTBP1	ATP1A1	1.615247997
ATP1A1	PTBP1	1.615247997
SLC1A2	SYNJ1	1.615219735
SYNJ1	SLC1A2	1.615219735
LSAMP	CAMK2G	1.615132642
CAMK2G	LSAMP	1.615132642
ATP6V1G2	MRAS	1.613571153
MRAS	ATP6V1G2	1.613571153
TMOD2	ANK2	1.612623165
ANK2	TMOD2	1.612623165
TMOD2	NFASC	1.61245216
NFASC	TMOD2	1.61245216
CA3	ZNF579	1.611376541
ZNF579	CA3	1.611376541
SERPINB8	APOL2	1.610996727
APOL2	SERPINB8	1.610996727
ATP1A1	CAMK2G	1.610766268
CAMK2G	ATP1A1	1.610766268
DPP6	SYN3	1.610295312
SYN3	DPP6	1.610295312
SERPINB8	HCLS1	1.60957856
HCLS1	SERPINB8	1.60957856
CNP	LSAMP	1.609536668
LSAMP	CNP	1.609536668
DNM3	CAMK2G	1.608859961
CAMK2G	DNM3	1.608859961
PTPRC	LRP1	1.607349806
LRP1	PTPRC	1.607349806
HLA-DRA	APOL2	1.606826794
APOL2	HLA-DRA	1.606826794
TPPP	DPP6	1.605920159
DPP6	TPPP	1.605920159
TPPP	EPB41L1	1.605698207
EPB41L1	TPPP	1.605698207
PTBP1	PHYHIP	1.605173968
PHYHIP	PTBP1	1.605173968
KIF13B	TAP1	1.604472181
TAP1	KIF13B	1.604472181
PYGL	LRP1	1.603902082
LRP1	PYGL	1.603902082
NFASC	NME5	1.602879329
NME5	NFASC	1.602879329
IGSF8	CAMK2G	1.601661536
CAMK2G	IGSF8	1.601661536
CAMK2G	SYN3	1.600988847
SYN3	CAMK2G	1.600988847
DPP6	MAP1A	1.6004909
MAP1A	DPP6	1.6004909
ATP6V1G2	SIRPA	1.600295776
SIRPA	ATP6V1G2	1.600295776
MVP	FCER1G	1.600224615
FCER1G	MVP	1.600224615
GNB1	LSAMP	1.599646201
LSAMP	GNB1	1.599646201
IGSF8	SLC1A2	1.599516005
SLC1A2	IGSF8	1.599516005
HCLS1	APOL2	1.598781439
APOL2	HCLS1	1.598781439
PTBP1	CNTNAP1	1.598264857
CNTNAP1	PTBP1	1.598264857
SIRT2	GNAO1	1.598158003
GNAO1	SIRT2	1.598158003
PTBP1	SIRT2	1.597818853
SIRT2	PTBP1	1.597818853
EHD4	LRP1B	1.597733058
LRP1B	EHD4	1.597733058
SLC1A2	CAMK2G	1.596238103
CAMK2G	SLC1A2	1.596238103
GBP2	ITGB2	1.595361407
ITGB2	GBP2	1.595361407
PTBP1	LSAMP	1.593917873
LSAMP	PTBP1	1.593917873
GNB1	TPPP	1.591854612
TPPP	GNB1	1.591854612
PSMB10	GBP2	1.591511435
GBP2	PSMB10	1.591511435
ITGA3	CYBB	1.591354279
CYBB	ITGA3	1.591354279
SERPINB8	PTPRC	1.591155737
PTPRC	SERPINB8	1.591155737
GNB1	MAPK1	1.59095721
MAPK1	GNB1	1.59095721
APBB1IP	BMP2K	1.590357983
BMP2K	APBB1IP	1.590357983
PTPRC	SYNM	1.590206517
SYNM	PTPRC	1.590206517
SLC1A2	LRP1B	1.589135824
LRP1B	SLC1A2	1.589135824
ATP1A1	TPPP	1.588362518
TPPP	ATP1A1	1.588362518
ATP1A1	SYN3	1.58724879
SYN3	ATP1A1	1.58724879
GPM6B	ATP6V1G2	1.586344478
ATP6V1G2	GPM6B	1.586344478
PYGL	CYBB	1.585443028
CYBB	PYGL	1.585443028
PLCB1	MAP1A	1.58534391
MAP1A	PLCB1	1.58534391
IGSF8	RAP2A	1.585040509
RAP2A	IGSF8	1.585040509
GPM6B	EPB41L1	1.584323843
EPB41L1	GPM6B	1.584323843
SYNM	ZNF579	1.584307851
ZNF579	SYNM	1.584307851
CD74	BMP2K	1.58425952
BMP2K	CD74	1.58425952
SLC1A2	SIRPA	1.584180204
SIRPA	SLC1A2	1.584180204
VIM	EIF2D	1.584057831
EIF2D	VIM	1.584057831
MRAS	ACSS3	1.584045619
ACSS3	MRAS	1.584045619
GNAQ	SYNJ1	1.583320243
SYNJ1	GNAQ	1.583320243
SERPINB8	LRP1	1.582752591
LRP1	SERPINB8	1.582752591
SLC1A2	DPYSL2	1.582645892
DPYSL2	SLC1A2	1.582645892
DNM3	SIRPA	1.582597418
SIRPA	DNM3	1.582597418
SIRT2	CAMK2G	1.582293742
CAMK2G	SIRT2	1.582293742
CNTNAP1	CAMK2G	1.582034578
CAMK2G	CNTNAP1	1.582034578
IGSF8	PLCB1	1.581953596
PLCB1	IGSF8	1.581953596
HLA-DRA	SYNM	1.581198975
SYNM	HLA-DRA	1.581198975
IGSF8	DPP6	1.579993543
DPP6	IGSF8	1.579993543
SQOR	SAMHD1	1.579742267
SAMHD1	SQOR	1.579742267
PHYHIP	KRT17	1.579663001
KRT17	PHYHIP	1.579663001
GNB1	TMOD2	1.579014792
TMOD2	GNB1	1.579014792
APBB1IP	LRP1	1.577681106
LRP1	APBB1IP	1.577681106
PYCARD	GBP1	1.576943989
GBP1	PYCARD	1.576943989
SIRT2	SYN3	1.576456646
SYN3	SIRT2	1.576456646
LRP1	ACSS3	1.57622389
ACSS3	LRP1	1.57622389
MAPK1	TTC39C	1.575199069
TTC39C	MAPK1	1.575199069
IGSF8	ATP1A1	1.574608224
ATP1A1	IGSF8	1.574608224
APBB1IP	TAP1	1.574310542
TAP1	APBB1IP	1.574310542
SYNJ1	ANK2	1.574161607
ANK2	SYNJ1	1.574161607
ATP1A1	SYNJ1	1.57382459
SYNJ1	ATP1A1	1.57382459
GNAQ	ANK2	1.572547549
ANK2	GNAQ	1.572547549
SIRT2	TMOD2	1.571898685
TMOD2	SIRT2	1.571898685
SERPINB8	APBB1IP	1.571815185
APBB1IP	SERPINB8	1.571815185
KIF13B	ACSS3	1.571694464
ACSS3	KIF13B	1.571694464
DPYSL2	MAP1A	1.571147206
MAP1A	DPYSL2	1.571147206
TPPP	RAP2A	1.570972341
RAP2A	TPPP	1.570972341
GPM6B	SIRPA	1.570797744
SIRPA	GPM6B	1.570797744
GNB1	PDXP	1.568320941
PDXP	GNB1	1.568320941
PLCB1	TPPP	1.567125424
TPPP	PLCB1	1.567125424
RAP2A	SYN3	1.565888504
SYN3	RAP2A	1.565888504
PYGL	MVP	1.565841801
MVP	PYGL	1.565841801
ATP1A1	GNAO1	1.565710686
GNAO1	ATP1A1	1.565710686
GPM6B	SYNJ1	1.565243028
SYNJ1	GPM6B	1.565243028
TPPP	GNAQ	1.563012736
GNAQ	TPPP	1.563012736
GBP2	SYNM	1.562672998
SYNM	GBP2	1.562672998
ACSS3	EIF2D	1.560997847
EIF2D	ACSS3	1.560997847
LSAMP	SYNJ1	1.560835268
SYNJ1	LSAMP	1.560835268
PYGL	APBB1IP	1.559458002
APBB1IP	PYGL	1.559458002
CNTNAP1	GNB1	1.559401237
GNB1	CNTNAP1	1.559401237
DPYSL2	SYNM	1.558996895
SYNM	DPYSL2	1.558996895
GPM6B	TMOD2	1.555650626
TMOD2	GPM6B	1.555650626
CNP	CAMK2G	1.554702533
CAMK2G	CNP	1.554702533
VIM	CYBB	1.553795586
CYBB	VIM	1.553795586
CNTNAP1	GPM6B	1.553614979
GPM6B	CNTNAP1	1.553614979
SERPINB8	CD74	1.553262681
CD74	SERPINB8	1.553262681
GBP2	ITGAV	1.551798069
ITGAV	GBP2	1.551798069
SYNM	EIF2D	1.551344351
EIF2D	SYNM	1.551344351
CD74	GBP1	1.551192494
GBP1	CD74	1.551192494
DNM3	ANK2	1.550764901
ANK2	DNM3	1.550764901
MRAS	TTC39C	1.549247003
TTC39C	MRAS	1.549247003
PYCARD	EIF2D	1.549155004
EIF2D	PYCARD	1.549155004
SQOR	GBP1	1.547128656
GBP1	SQOR	1.547128656
PTBP1	DPP6	1.546850483
DPP6	PTBP1	1.546850483
PTBP1	NFASC	1.546069363
NFASC	PTBP1	1.546069363
PLCB1	SYN3	1.545884391
SYN3	PLCB1	1.545884391
DNM3	TPPP	1.545488875
TPPP	DNM3	1.545488875
MAP1A	MRAS	1.544691405
MRAS	MAP1A	1.544691405
APOL2	NME5	1.544574251
NME5	APOL2	1.544574251
GNAQ	SIRPA	1.544234293
SIRPA	GNAQ	1.544234293
ITGA3	GBP1	1.543914541
GBP1	ITGA3	1.543914541
SIRT2	LSAMP	1.540030943
LSAMP	SIRT2	1.540030943
ITGB2	ITGAV	1.539365479
ITGAV	ITGB2	1.539365479
SIRT2	LRP1B	1.538482544
LRP1B	SIRT2	1.538482544
MAPK1	MAP1A	1.538315296
MAP1A	MAPK1	1.538315296
LRP1B	NME5	1.537399079
NME5	LRP1B	1.537399079
ATP6V1G2	ANK2	1.537364109
ANK2	ATP6V1G2	1.537364109
PTBP1	TMOD2	1.537359701
TMOD2	PTBP1	1.537359701
GPM6B	SYN3	1.535942358
SYN3	GPM6B	1.535942358
IGSF8	TMOD2	1.535704355
TMOD2	IGSF8	1.535704355
PHYHIP	MRAS	1.535599687
MRAS	PHYHIP	1.535599687
ATP1A1	GPM6B	1.534559776
GPM6B	ATP1A1	1.534559776
PHYHIP	TAPT1	1.534279974
TAPT1	PHYHIP	1.534279974
PSMB10	KIF13B	1.532562098
KIF13B	PSMB10	1.532562098
ATP1A1	MRAS	1.531873763
MRAS	ATP1A1	1.531873763
GBP2	FCGR1A	1.529963751
FCGR1A	GBP2	1.529963751
DNM3	MRAS	1.528377078
MRAS	DNM3	1.528377078
SERPINB8	PHLDB1	1.526411814
PHLDB1	SERPINB8	1.526411814
DPYSL2	SYNJ1	1.525054313
SYNJ1	DPYSL2	1.525054313
IGSF8	MRAS	1.523811617
MRAS	IGSF8	1.523811617
PHYHIP	TMOD2	1.522290066
TMOD2	PHYHIP	1.522290066
PYGL	PYCARD	1.522230034
PYCARD	PYGL	1.522230034
PTBP1	SYN3	1.521618938
SYN3	PTBP1	1.521618938
C4B	FCGR1A	1.521358787
FCGR1A	C4B	1.521358787
GNAO1	MAP1A	1.520991319
MAP1A	GNAO1	1.520991319
VIM	APOL2	1.520756013
APOL2	VIM	1.520756013
SYNJ1	NFASC	1.520706563
NFASC	SYNJ1	1.520706563
ANK2	EPB41L1	1.520260818
EPB41L1	ANK2	1.520260818
HLA-DRA	APBB1IP	1.519651313
APBB1IP	HLA-DRA	1.519651313
IGSF8	SIRPA	1.519372891
SIRPA	IGSF8	1.519372891
SLC1A2	GPM6B	1.519368603
GPM6B	SLC1A2	1.519368603
APBB1IP	LRP1B	1.518509431
LRP1B	APBB1IP	1.518509431
TTC39C	LRP1B	1.513619735
LRP1B	TTC39C	1.513619735
PYGL	ITGAV	1.510709288
ITGAV	PYGL	1.510709288
ATP6V1G2	MAPK1	1.510017371
MAPK1	ATP6V1G2	1.510017371
HCLS1	GBP1	1.509185524
GBP1	HCLS1	1.509185524
SIRT2	GNAQ	1.508221305
GNAQ	SIRT2	1.508221305
CNTNAP1	SIRPA	1.507217577
SIRPA	CNTNAP1	1.507217577
SLC1A2	SIRT2	1.506321368
SIRT2	SLC1A2	1.506321368
ATP1A1	PDXP	1.505636942
PDXP	ATP1A1	1.505636942
APBB1IP	ZNF579	1.504591042
ZNF579	APBB1IP	1.504591042
IGSF8	DPYSL2	1.504448821
DPYSL2	IGSF8	1.504448821
TMOD2	TTC39C	1.504241701
TTC39C	TMOD2	1.504241701
KRT17	POLD1	1.502651298
POLD1	KRT17	1.502651298
VIM	PHLDB1	1.502359688
PHLDB1	VIM	1.502359688
SERPINB8	SYNM	1.501682904
SYNM	SERPINB8	1.501682904
KIF13B	APOL2	1.501628899
APOL2	KIF13B	1.501628899
PYCARD	KRT17	1.500813717
KRT17	PYCARD	1.500813717
SIRT2	GPM6B	1.499000361
GPM6B	SIRT2	1.499000361
APOL2	BMP2K	1.496135827
BMP2K	APOL2	1.496135827
PTBP1	RAP2A	1.496084333
RAP2A	PTBP1	1.496084333
APOL2	LRP1	1.495330932
LRP1	APOL2	1.495330932
NME5	EIF2D	1.4943801
EIF2D	NME5	1.4943801
VIM	PYCARD	1.494109973
PYCARD	VIM	1.494109973
PHLDB1	HCLS1	1.493432939
HCLS1	PHLDB1	1.493432939
SIRT2	MAPK1	1.491525985
MAPK1	SIRT2	1.491525985
TAP1	PDXP	1.490840349
PDXP	TAP1	1.490840349
DPYSL2	SAMHD1	1.490120444
SAMHD1	DPYSL2	1.490120444
CNP	LRP1	1.489815428
LRP1	CNP	1.489815428
SIRPA	PDXP	1.489664527
PDXP	SIRPA	1.489664527
RAP2A	MAPK1	1.488601355
MAPK1	RAP2A	1.488601355
CNP	GNB1	1.488177175
GNB1	CNP	1.488177175
PYGL	CD74	1.487020369
CD74	PYGL	1.487020369
EHD4	POLD1	1.486912231
POLD1	EHD4	1.486912231
PLCB1	EPB41L1	1.486865437
EPB41L1	PLCB1	1.486865437
VIM	LRP1	1.486631155
LRP1	VIM	1.486631155
APBB1IP	CA3	1.486278266
CA3	APBB1IP	1.486278266
IGSF8	MAPK1	1.486064407
MAPK1	IGSF8	1.486064407
CNTNAP1	DPP6	1.485354511
DPP6	CNTNAP1	1.485354511
LRP1B	ACSS3	1.484615423
ACSS3	LRP1B	1.484615423
CNP	SYN3	1.483450997
SYN3	CNP	1.483450997
ATP1A1	ATP6V1G2	1.481973686
ATP6V1G2	ATP1A1	1.481973686
TPPP	LSAMP	1.481904912
LSAMP	TPPP	1.481904912
GNAO1	PDXP	1.481201738
PDXP	GNAO1	1.481201738
ATP6V1G2	PDXP	1.480508662
PDXP	ATP6V1G2	1.480508662
TMOD2	SAMHD1	1.479659565
SAMHD1	TMOD2	1.479659565
CA3	KRT17	1.478673565
KRT17	CA3	1.478673565
GBP1	FCGR1A	1.478595924
